ı
----------------------------------------
AA70327.log
detection date	time	duration	tag type	tag id	read count	empty record count	antenna num
05/12/17	23:06:35.50	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/13/17	00:41:04.41	00:00:00.00	R	0000_0000000174764517	A3	1	28079
05/13/17	00:46:21.52	00:00:00.00	R	0000_0000000174764517	A3	1	1570
05/13/17	01:44:44.18	00:00:00.00	R	0000_0000000174764517	A3	1	17351
05/13/17	03:02:42.63	00:00:00.00	R	0000_0000000174764517	A3	1	23174
05/13/17	09:32:30.23	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/13/17	18:45:50.27	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/13/17	22:17:56.49	00:00:00.00	R	0000_0000000174764517	A3	1	63049
05/14/17	00:16:39.17	00:00:00.00	R	0000_0000000174764517	A3	1	35282
05/14/17	01:45:29.86	00:00:00.00	R	0000_0000000174764517	A3	1	26405
05/14/17	02:20:57.50	00:00:00.00	R	0000_0000000174764517	A3	1	10538
05/14/17	08:44:34.45	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/14/17	09:08:21.97	00:00:00.00	R	0000_0000000174764517	A3	1	7070
05/14/17	12:15:50.21	00:00:00.00	R	0000_0000000174764517	A3	1	55725
05/14/17	14:51:14.16	00:00:00.00	R	0000_0000000174764517	A3	1	46181
05/14/17	20:12:59.93	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/14/17	23:27:05.09	00:00:00.00	R	0000_0000000174764517	A3	1	57693
05/15/17	00:06:19.76	00:00:00.00	R	0000_0000000174764517	A3	1	11663
05/15/17	00:49:57.99	00:00:00.00	R	0000_0000000174764517	A3	1	12969
05/15/17	02:16:39.99	00:00:00.00	R	0000_0000000174764517	A3	1	25769
05/15/17	07:06:19.43	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/15/17	12:06:08.89	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/15/17	12:31:21.36	00:00:00.00	R	0000_0000000174764517	A3	1	7491
05/15/17	17:47:14.52	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/15/17	20:12:20.71	00:00:00.00	R	0000_0000000174764517	A3	1	43125
05/15/17	23:38:16.79	00:00:00.00	R	0000_0000000174764517	A3	1	61214
05/16/17	01:32:17.37	00:00:00.00	R	0000_0000000174764517	A3	1	33889
05/16/17	02:29:28.99	00:00:00.00	R	0000_0000000174764517	A3	1	16999
05/16/17	04:44:13.31	00:00:00.00	R	0000_0000000174764517	A3	1	40047
05/16/17	05:47:42.28	00:00:00.00	R	0000_0000000174764517	A3	1	18869
05/16/17	07:31:37.96	00:00:00.00	R	0000_0000000174764517	A3	1	30899
05/16/17	17:32:44.40	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/16/17	20:37:34.59	00:00:00.00	R	0000_0000000174764517	A3	1	54963
05/17/17	03:33:53.42	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/17/17	05:05:19.06	00:00:00.00	R	0000_0000000174764517	A3	1	27191
05/17/17	15:08:53.76	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/17/17	15:19:09.96	00:00:00.00	R	0000_0000000174764517	A3	1	3051
05/17/17	15:59:27.44	00:00:00.00	R	0000_0000000174764517	A3	1	11973
05/17/17	17:02:39.39	00:00:00.00	R	0000_0000000174764517	A3	1	18779
05/17/17	18:16:33.30	00:00:00.00	R	0000_0000000174764517	A3	1	21959
05/17/17	19:43:59.05	00:00:00.00	R	0000_0000000174764517	A3	1	25982
05/17/17	20:38:54.75	00:00:00.00	R	0000_0000000174764517	A3	1	16327
05/17/17	21:43:17.76	00:00:00.00	R	0000_0000000174764517	A3	1	19139
05/18/17	04:05:21.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/18/17	20:06:02.40	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/18/17	21:12:41.31	00:00:00.00	R	0000_0000000174764517	A3	1	19811
05/18/17	22:02:12.19	00:00:00.00	R	0000_0000000174764517	A3	1	14716
05/19/17	04:43:37.84	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/19/17	06:29:07.75	00:00:00.00	R	0000_0000000174764517	A3	1	31355
05/19/17	06:33:47.80	00:00:00.00	R	0000_0000000174764517	A3	1	1386
05/19/17	12:16:06.52	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/19/17	20:44:34.17	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/19/17	20:59:11.37	00:00:00.00	R	0000_0000000174764517	A3	1	4345
05/20/17	12:00:22.73	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/20/17	12:44:55.54	00:00:00.00	R	0000_0000000174764517	A3	1	13237
05/20/17	12:59:03.92	00:00:00.00	R	0000_0000000174764517	A3	1	4201
05/20/17	18:06:45.43	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/21/17	01:53:35.36	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/21/17	08:48:15.84	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/21/17	11:07:24.26	00:00:00.00	R	0000_0000000174764517	A3	1	41363
05/21/17	12:46:04.38	00:00:00.00	R	0000_0000000174764517	A3	1	29320
05/21/17	13:26:49.14	00:00:00.00	R	0000_0000000174764517	A3	1	12107
05/21/17	15:52:08.70	00:00:00.00	R	0000_0000000174764517	A3	1	43196
05/21/17	17:32:18.40	00:00:00.00	R	0000_0000000174764517	A3	1	29765
05/21/17	17:57:07.69	00:00:00.00	R	0000_0000000174764517	A3	1	7375
05/21/17	20:52:56.84	00:00:00.00	R	0000_0000000174764517	A3	1	52257
05/21/17	22:55:03.39	00:00:00.00	R	0000_0000000174764517	A3	1	36297
05/22/17	04:22:52.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/22/17	04:29:32.12	00:00:00.00	R	0000_0000000174764517	A3	1	1978
05/22/17	09:43:02.68	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/22/17	10:58:28.24	00:00:00.00	R	0000_0000000174764517	A3	1	22420
05/22/17	12:44:13.58	00:00:00.00	R	0000_0000000174764517	A3	1	31426
05/22/17	12:58:03.42	00:00:00.00	R	0000_0000000174764517	A3	1	4109
05/22/17	13:35:26.88	00:00:00.00	R	0000_0000000174764517	A3	1	11110
05/22/17	17:47:49.02	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/22/17	20:48:29.04	00:00:00.00	R	0000_0000000174764517	A3	1	53694
05/22/17	22:34:43.21	00:00:00.00	R	0000_0000000174764517	A3	1	31583
05/23/17	10:19:24.76	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/23/17	12:14:00.35	00:00:00.00	R	0000_0000000174764517	A3	1	34063
05/23/17	20:39:27.36	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/23/17	22:07:47.16	00:00:00.00	R	0000_0000000174764517	A3	1	26258
05/23/17	22:18:45.06	00:00:00.00	R	0000_0000000174764517	A3	1	3259
05/23/17	23:53:18.60	00:00:00.00	R	0000_0000000174764517	A3	1	28111
05/24/17	02:22:23.15	00:00:00.00	R	0000_0000000174764517	A3	1	44309
05/24/17	13:04:37.51	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/24/17	14:36:07.27	00:00:00.00	R	0000_0000000174764517	A3	1	27194
05/24/17	16:44:22.41	00:00:00.00	R	0000_0000000174764517	A3	1	38114
05/24/17	19:55:44.88	00:00:00.00	R	0000_0000000174764517	A3	1	56882
05/24/17	20:13:18.66	00:00:00.00	R	0000_0000000174764517	A3	1	5219
05/24/17	20:28:15.95	00:00:00.00	R	0000_0000000174764517	A3	1	4444
05/24/17	20:45:59.51	00:00:00.00	R	0000_0000000174764517	A3	1	5268
05/25/17	08:20:33.01	00:00:00.00	R	0256_1125969069519333	A3	1	65534
05/25/17	11:32:34.69	00:00:00.00	R	0000_0000000174764517	A3	1	57071
05/25/17	21:21:35.24	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/25/17	22:55:17.81	00:00:00.00	R	0000_0000000174764517	A3	1	27851
05/26/17	04:23:41.55	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/26/17	05:17:43.21	00:00:00.00	R	0000_0000000174764517	A3	1	16061
05/26/17	13:18:54.38	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/26/17	13:19:20.64	00:00:00.00	R	0000_0000000174764517	A3	1	129
05/26/17	16:20:03.73	00:00:00.00	R	0000_0000000174764517	A3	1	53706
05/26/17	18:37:51.84	00:00:00.00	R	0000_0000000174764517	A3	1	40958
05/26/17	21:21:04.25	00:00:00.00	R	0000_0000000174764517	A3	1	48509
05/27/17	01:14:09.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/27/17	02:04:17.59	00:00:00.00	R	0000_0000000174764517	A3	1	14903
05/27/17	08:27:42.68	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/27/17	14:51:52.56	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/27/17	19:07:41.08	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/27/17	22:07:40.92	00:00:00.00	R	0000_0000000174764517	A3	1	53509
05/28/17	04:47:37.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/28/17	05:55:09.47	00:00:00.00	R	0000_0000000174764517	A3	1	20070
05/28/17	16:14:27.77	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/29/17	01:43:56.18	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/29/17	05:08:21.15	00:00:00.00	R	0000_0000000174764517	A3	1	60768
05/29/17	06:55:26.29	00:00:00.00	R	0000_0000000174764517	A3	1	31829
05/29/17	07:43:49.21	00:00:00.00	R	0000_0000000174764517	A3	1	14383
05/29/17	07:54:39.40	00:00:00.00	R	0000_0000000174764517	A3	1	3221
05/29/17	09:01:17.29	00:00:00.00	R	0000_0000000174764517	A3	1	19810
05/29/17	10:39:28.57	00:00:00.00	R	0000_0000000174764517	A3	1	29183
05/29/17	15:02:52.22	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/29/17	21:54:06.78	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/30/17	04:31:19.17	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/30/17	06:00:02.64	00:00:00.00	R	0000_0000000174764517	A3	1	26371
05/30/17	12:54:54.46	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/30/17	16:53:06.15	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/30/17	17:44:58.58	00:00:00.00	R	0000_0000000174764517	A3	1	15414
05/30/17	20:19:58.33	00:00:00.00	R	0000_0000000174764517	A3	1	46063
05/30/17	21:01:09.84	00:00:00.00	R	0000_0000000174764517	A3	1	12245
05/31/17	00:06:04.68	00:00:00.00	R	0000_0000000174764517	A3	1	54964
05/31/17	05:09:44.27	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/31/17	09:31:59.96	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/31/17	10:04:04.27	00:00:00.00	R	0000_0000000174764517	A3	1	9530
05/31/17	10:09:35.80	00:00:00.00	R	0000_0000000174764517	A3	1	1641
05/31/17	17:16:03.59	00:00:00.00	R	0000_0000000174764517	A3	1	65534
05/31/17	17:49:11.21	00:00:00.00	R	0000_0000000174764517	A3	1	9843
05/31/17	19:49:28.60	00:00:00.00	R	0000_0000000174764517	A3	1	35750
05/31/17	22:58:55.25	00:00:00.00	R	0000_0000000174764517	A3	1	56311
06/01/17	01:00:47.39	00:00:00.00	R	0000_0000000174764517	A3	1	36220
06/01/17	03:52:50.03	00:00:00.00	R	0000_0000000174764517	A3	1	51141
06/01/17	04:31:53.37	00:00:00.00	R	0000_0000000174764517	A3	1	11607
06/01/17	09:53:34.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/01/17	19:27:16.67	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/02/17	01:46:34.17	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/02/17	08:56:46.95	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/02/17	14:11:31.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/02/17	14:17:03.17	00:00:00.00	R	0000_0000000174764517	A3	1	1641
06/02/17	14:58:03.87	00:00:00.00	R	0000_0000000174764517	A3	1	12187
06/02/17	17:30:44.59	00:00:00.00	R	0000_0000000174764517	A3	1	45383
06/02/17	19:32:44.92	00:00:00.00	R	0000_0000000174764517	A3	1	36257
06/02/17	21:50:07.28	00:00:00.00	R	0000_0000000174764517	A3	1	40834
06/03/17	01:43:11.13	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/03/17	01:47:08.96	00:00:00.00	R	0000_0000000174764517	A3	1	1177
06/03/17	02:03:02.88	00:00:00.00	R	0000_0000000174764517	A3	1	4726
06/03/17	03:06:39.56	00:00:00.00	R	0000_0000000174764517	A3	1	18905
06/03/17	04:49:59.73	00:00:00.00	R	0000_0000000174764517	A3	1	30715
06/03/17	12:57:55.02	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/03/17	15:25:06.29	00:00:00.00	R	0000_0000000174764517	A3	1	43742
06/03/17	19:37:18.06	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/03/17	21:27:54.77	00:00:00.00	R	0000_0000000174764517	A3	1	32877
06/04/17	06:11:42.93	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/04/17	10:20:06.72	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/04/17	10:49:14.45	00:00:00.00	R	0000_0000000174764517	A3	1	8656
06/04/17	20:50:48.09	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/05/17	02:08:31.93	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/05/17	05:22:33.48	00:00:00.00	R	0000_0000000174764517	A3	1	57679
06/05/17	05:37:05.54	00:00:00.00	R	0000_0000000174764517	A3	1	4318
06/05/17	06:20:24.22	00:00:00.00	R	0000_0000000174764517	A3	1	12874
06/05/17	06:33:53.48	00:00:00.00	R	0000_0000000174764517	A3	1	4007
06/05/17	09:02:12.20	00:00:00.00	R	0000_0000000174764517	A3	1	44092
06/05/17	11:39:38.15	00:00:00.00	R	0000_0000000174764517	A3	1	46790
06/05/17	15:19:08.62	00:00:00.00	R	0000_0000000174764517	A3	1	65235
06/05/17	16:24:56.05	00:00:00.00	R	0000_0000000174764517	A3	1	19551
06/05/17	17:45:04.21	00:00:00.00	R	0000_0000000174764517	A3	1	23816
06/05/17	18:32:00.62	00:00:00.00	R	0000_0000000174764517	A3	1	13950
06/05/17	21:51:52.21	00:00:00.00	R	0000_0000000174764517	A3	1	59435
06/06/17	02:38:53.60	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/06/17	02:59:04.92	00:00:00.00	R	0000_0000000174764517	A3	1	6001
06/06/17	10:53:59.78	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/06/17	14:31:25.16	00:00:00.00	R	0000_0000000174764517	A3	1	64617
06/06/17	17:15:36.25	00:00:00.00	R	0000_0000000174764517	A3	1	48792
06/06/17	17:18:27.67	00:00:00.00	R	0000_0000000174764517	A3	1	848
06/06/17	22:24:53.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/06/17	23:13:26.23	00:00:00.00	R	0000_0000000174764517	A3	1	14432
06/07/17	00:04:59.62	00:00:00.00	R	0000_0000000174764517	A3	1	15321
06/07/17	03:38:44.17	00:00:00.00	R	0000_0000000174764517	A3	1	63526
06/07/17	04:37:48.01	00:00:00.00	R	0000_0000000174764517	A3	1	17557
06/07/17	09:47:07.87	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/07/17	11:17:15.77	00:00:00.00	R	0000_0000000174764517	A3	1	26783
06/07/17	16:34:48.27	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/08/17	04:26:11.36	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/08/17	15:25:53.81	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/08/17	17:35:34.90	00:00:00.00	R	0000_0000000174764517	A3	1	38539
06/08/17	19:21:58.85	00:00:00.00	R	0000_0000000174764517	A3	1	31620
06/08/17	23:53:07.37	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/09/17	00:19:24.17	00:00:00.00	R	0000_0000000174764517	A3	1	7809
06/09/17	04:47:50.52	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/09/17	12:27:26.48	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/09/17	13:37:59.63	00:00:00.00	R	0000_0000000174764517	A3	1	20971
06/09/17	19:29:06.96	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/09/17	20:37:04.64	00:00:00.00	R	0000_0000000174764517	A3	1	20198
06/09/17	20:53:29.45	00:00:00.00	R	0000_0000000174764517	A3	1	4878
06/09/17	21:22:31.00	00:00:00.00	R	0000_0000000174764517	A3	1	8627
06/10/17	04:21:02.13	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/10/17	05:36:49.80	00:00:00.00	R	0000_0000000174764517	A3	1	22529
06/10/17	10:32:02.32	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/10/17	17:05:55.42	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/10/17	18:33:49.45	00:00:00.00	R	0000_0000000174764517	A3	1	26121
06/11/17	04:08:06.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/12/17	01:05:31.65	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/12/17	01:24:29.35	00:00:00.00	R	0000_0000000174764517	A3	1	5634
06/12/17	13:47:50.04	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/12/17	14:37:07.52	00:00:00.00	R	0000_0000000174764517	A3	1	14649
06/12/17	17:23:46.86	00:00:00.00	R	0000_0000000174764517	A3	1	49537
06/12/17	18:29:51.79	00:00:00.00	R	0000_0000000174764517	A3	1	19640
06/13/17	10:35:40.07	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/13/17	12:09:24.18	00:00:00.00	R	0000_0000000174764517	A3	1	27865
06/13/17	12:43:22.25	00:00:00.00	R	0000_0000000174764517	A3	1	10095
06/13/17	19:27:27.92	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/13/17	21:11:42.67	00:00:00.00	R	0000_0000000174764517	A3	1	30984
06/14/17	00:49:09.60	00:00:00.00	R	0000_0000000174764517	A3	1	64635
06/14/17	09:32:16.58	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/14/17	17:31:39.09	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/14/17	22:37:46.35	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/15/17	01:32:44.54	00:00:00.00	R	0000_0000000174764517	A3	1	52005
06/15/17	01:41:39.92	00:00:00.00	R	0000_0000000174764517	A3	1	2651
06/15/17	02:40:32.44	00:00:00.00	R	0000_0000000174764517	A3	1	17497
06/15/17	17:47:59.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/15/17	18:20:18.22	00:00:00.00	R	0000_0000000174764517	A3	1	9602
06/15/17	19:33:57.68	00:00:00.00	R	0000_0000000174764517	A3	1	21893
06/16/17	01:21:11.88	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/16/17	02:47:25.05	00:00:00.00	R	0000_0000000174764517	A3	1	25622
06/16/17	06:07:17.18	00:00:00.00	R	0000_0000000174764517	A3	1	59416
06/16/17	09:00:36.01	00:00:00.00	R	0000_0000000174764517	A3	1	51519
06/16/17	09:11:06.12	00:00:00.00	R	0000_0000000174764517	A3	1	3121
06/16/17	09:42:35.92	00:00:00.00	R	0000_0000000174764517	A3	1	9363
06/16/17	12:46:08.38	00:00:00.00	R	0000_0000000174764517	A3	1	54553
06/16/17	16:38:01.16	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/16/17	18:28:31.13	00:00:00.00	R	0000_0000000174764517	A3	1	32845
06/16/17	21:07:05.49	00:00:00.00	R	0000_0000000174764517	A3	1	47131
06/16/17	22:12:10.21	00:00:00.00	R	0000_0000000174764517	A3	1	19339
06/16/17	23:37:56.59	00:00:00.00	R	0000_0000000174764517	A3	1	25493
06/17/17	00:37:20.00	00:00:00.00	R	0000_0000000174764517	A3	1	17653
06/17/17	10:51:15.53	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/17/17	10:55:02.04	00:00:00.00	R	0000_0000000174764517	A3	1	1121
06/17/17	14:48:34.72	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/17/17	15:28:49.60	00:00:00.00	R	0000_0000000174764517	A3	1	11960
06/18/17	21:25:26.67	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/18/17	21:43:35.97	00:00:00.00	R	0000_0000000174764517	A3	1	5395
06/19/17	00:57:13.83	00:00:00.00	R	0000_0000000174764517	A3	1	57546
06/19/17	07:51:43.52	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/19/17	14:41:32.11	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/19/17	23:47:00.61	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/20/17	02:29:24.12	00:00:00.00	R	0000_0000000174764517	A3	1	48261
06/20/17	04:41:36.06	00:00:00.00	R	0000_0000000174764517	A3	1	39288
06/20/17	07:20:28.49	00:00:00.00	R	0000_0000000174764517	A3	1	47224
06/20/17	07:41:07.60	00:00:00.00	R	0000_0000000174764517	A3	1	6138
06/20/17	08:05:49.69	00:00:00.00	R	0000_0000000174764517	A3	1	7342
06/20/17	14:25:50.92	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/20/17	18:58:50.09	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/21/17	11:29:06.55	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/21/17	11:37:35.68	00:00:00.00	R	0000_0000000174764517	A3	1	2521
06/21/17	18:33:10.21	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/21/17	21:30:09.88	00:00:00.00	R	0000_0000000174764517	A3	1	52618
06/22/17	21:35:20.06	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/23/17	20:07:08.85	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/23/17	21:18:35.54	00:00:00.00	R	0000_0000000174764517	A3	1	21235
06/24/17	03:07:10.58	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/24/17	09:00:07.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/24/17	17:19:38.37	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/24/17	18:37:24.96	00:00:00.00	R	0000_0000000174764517	A3	1	23114
06/24/17	21:49:44.06	00:00:00.00	R	0000_0000000174764517	A3	1	57166
06/25/17	07:03:26.28	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/25/17	07:18:27.17	00:00:00.00	R	0000_0000000174764517	A3	1	4461
06/25/17	11:33:35.07	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/25/17	15:59:36.21	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/25/17	16:04:18.83	00:00:00.00	R	0000_0000000174764517	A3	1	1399
06/25/17	21:12:06.94	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/25/17	21:28:50.79	00:00:00.00	R	0000_0000000174764517	A3	1	4973
06/26/17	00:03:58.27	00:00:00.00	R	0000_0000000174764517	A3	1	46108
06/26/17	01:50:54.65	00:00:00.00	R	0000_0000000174764517	A3	1	31781
06/26/17	08:09:28.90	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/26/17	09:35:50.82	00:00:00.00	R	0000_0000000174764517	A3	1	25668
06/26/17	10:06:17.31	00:00:00.00	R	0000_0000000174764517	A3	1	9049
06/26/17	12:11:37.91	00:00:00.00	R	0000_0000000174764517	A3	1	37248
06/26/17	12:14:51.48	00:00:00.00	R	0000_0000000174764517	A3	1	958
06/26/17	16:18:35.68	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/26/17	17:14:13.57	00:00:00.00	R	0000_0000000174764517	A3	1	16534
06/26/17	18:37:36.29	00:00:00.00	R	0000_0000000174764517	A3	1	24779
06/26/17	22:06:54.62	00:00:00.00	R	0000_0000000174764517	A3	1	62216
06/27/17	02:05:04.26	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/27/17	02:16:44.89	00:00:00.00	R	0000_0000000174764517	A3	1	3469
06/27/17	17:50:06.64	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/27/17	19:02:33.05	00:00:00.00	R	0000_0000000174764517	A3	1	21529
06/27/17	21:29:11.89	00:00:00.00	R	0000_0000000174764517	A3	1	43585
06/27/17	21:38:38.68	00:00:00.00	R	0000_0000000174764517	A3	1	2807
06/27/17	23:10:14.11	00:00:00.00	R	0000_0000000174764517	A3	1	27223
06/27/17	23:31:29.25	00:00:00.00	R	0000_0000000174764517	A3	1	6315
06/28/17	01:17:59.39	00:00:00.00	R	0000_0000000174764517	A3	1	31656
06/28/17	03:48:25.78	00:00:00.00	R	0000_0000000174764517	A3	1	44711
06/28/17	07:12:43.53	00:00:00.00	R	0000_0000000174764517	A3	1	60728
06/28/17	13:11:47.12	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/28/17	14:07:05.98	00:00:00.00	R	0000_0000000174764517	A3	1	16443
06/28/17	16:41:59.53	00:00:00.00	R	0000_0000000174764517	A3	1	46035
06/28/17	17:42:47.36	00:00:00.00	R	0000_0000000174764517	A3	1	18067
06/28/17	20:05:13.96	00:00:00.00	R	0000_0000000174764517	A3	1	42337
06/29/17	02:50:55.98	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/29/17	04:24:44.73	00:00:00.00	R	0000_0000000174764517	A3	1	27880
06/29/17	04:44:44.72	00:00:00.00	R	0000_0000000174764517	A3	1	5943
06/29/17	14:38:41.29	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/29/17	17:09:53.49	00:00:00.00	R	0000_0000000174764517	A3	1	44939
06/29/17	18:03:32.49	00:00:00.00	R	0000_0000000174764517	A3	1	15945
06/29/17	18:30:08.35	00:00:00.00	R	0000_0000000174764517	A3	1	7903
06/29/17	19:42:57.91	00:00:00.00	R	0000_0000000174764517	A3	1	21641
06/29/17	22:19:52.97	00:00:00.00	R	0000_0000000174764517	A3	1	46645
06/30/17	01:31:46.85	00:00:00.00	R	0000_0000000174764517	A3	1	57041
06/30/17	05:09:48.80	00:00:00.00	R	0000_0000000174764517	A3	1	64801
06/30/17	10:22:34.05	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/30/17	10:56:08.96	00:00:00.00	R	0000_0000000174764517	A3	1	9983
06/30/17	17:19:31.45	00:00:00.00	R	0000_0000000174764517	A3	1	65534
06/30/17	19:03:35.38	00:00:00.00	R	0000_0000000174764517	A3	1	30924
07/01/17	01:43:05.71	00:00:00.00	R	0000_0000000174764517	A3	1	65534
07/01/17	14:01:29.88	00:00:00.00	R	0000_0000000174764517	A3	1	65534
07/01/17	14:27:35.88	00:00:00.00	R	0000_0000000174764517	A3	1	7755
07/01/17	14:34:46.77	00:00:00.00	R	0000_0000000174764517	A3	1	2133
07/01/17	15:57:33.50	00:00:00.00	R	0000_0000000174764517	A3	1	24598
07/01/17	17:19:12.28	00:00:00.00	R	0000_0000000174764517	A3	1	24266
07/01/17	20:07:59.80	00:00:00.00	R	0000_0000000174764517	A3	1	50163
07/01/17	22:23:25.82	00:00:00.00	R	0000_0000000174764517	A3	1	40258
07/02/17	05:46:33.90	00:00:00.00	R	0000_0000000174764517	A3	1	65534
07/02/17	07:13:55.53	00:00:00.00	R	0000_0000000174764517	A3	1	25964
07/02/17	09:33:44.60	00:00:00.00	R	0000_0000000174764517	A3	1	41563
07/02/17	14:47:20.80	00:00:00.00	R	0000_0000000174764517	A3	1	65534
07/02/17	20:56:49.33	00:00:00.00	R	0000_0000000174764517	A3	1	65534
